gene	merged_name	type	start	end	strand	UTR length on 5' end	UTR length on 3' end	UTR length before start	UTR length after end
BSGatlas-gene-4640	qdoI	CDS	4106245	4107258	-	75	107	107	75
BSGatlas-gene-4641	qdoR	CDS	4107352	4107927	-	44	0	0	44
BSGatlas-gene-4642	yxnA	CDS	4108058	4109128	+	33	61	33	61
BSGatlas-gene-4643	yxaD	CDS	4109185	4109616	-	133	53	53	133
BSGatlas-gene-4644	yxzK	CDS	4109843	4110247	+	168	0	168	0
BSGatlas-gene-4645	yxaC	CDS	4110217	4110909	+	0	47	0	47
BSGatlas-gene-4646	yxaB	CDS	4110949	4111980	-	92	1119	1119	92
BSGatlas-gene-4647	glxK	CDS	4112073	4113221	-	41	92	92	41
BSGatlas-gene-4648	gntR	CDS	4113417	4114148	+	1455	0	1455	0
BSGatlas-gene-4649	gntK	CDS	4114141	4115682	+	0	28	0	28
BSGatlas-gene-465	yczM	CDS	430185	430274	-	81	1381	1381	81
BSGatlas-gene-4650	gntP	CDS	4115711	4117057	+	28	22	28	22
BSGatlas-gene-4651	gntZ	CDS	4117080	4118486	+	542	54	542	54
BSGatlas-gene-4652	ahpC	CDS	4118950	4119513	+	366	0	366	0
BSGatlas-gene-4653	ahpF	CDS	4119527	4121056	+	0	58	0	58
BSGatlas-gene-4654	bglA	CDS	4121166	4122605	-	0	306	306	0
BSGatlas-gene-4657	yydK	CDS	4123193	4123903	+	36	27	36	27
BSGatlas-gene-4658	yyzN	CDS	4123931	4124089	+	27	100	27	100
BSGatlas-gene-4659	liaM	CDS	4124220	4124942	-	20	45	45	20
BSGatlas-gene-466	yczN	CDS	430356	430469	-	33	81	81	33
BSGatlas-gene-4660	liaL	CDS	4124963	4125592	-	149	20	20	149
BSGatlas-gene-4661	liaK	CDS	4125742	4126500	-	0	149	149	0
BSGatlas-gene-4662	liaE	CDS	4126481	4127440	-	57	0	0	57
BSGatlas-gene-4663	liaD	CDS	4127498	4127647	-	26	57	57	26
BSGatlas-gene-4664	fbp	CDS	4128119	4130044	+	636	1399	636	1399
BSGatlas-gene-4665	yydD	CDS	4130578	4132338	-	0	355	355	0
BSGatlas-gene-4667	yydB	CDS	4132729	4134174	-	261	0	0	261
BSGatlas-gene-4669	rlmH	CDS	4134436	4134915	-	80	261	261	80
BSGatlas-gene-467	thrD	CDS	430623	431987	-	53	49	49	53
BSGatlas-gene-4670	yyzF	CDS	4134996	4135166	-	58	80	80	58
BSGatlas-gene-4671	yycS	CDS	4135351	4135764	+	26	41	26	41
BSGatlas-gene-4672	yycR	CDS	4135798	4137024	-	29	48	48	29
BSGatlas-gene-4673	yyzG	CDS	4137087	4137257	-	38	0	0	38
BSGatlas-gene-4674	yycQ	CDS	4137362	4137610	-	59	49	49	59
BSGatlas-gene-4676	yycO	CDS	4138800	4139537	-	49	0	0	49
BSGatlas-gene-4677	yycN	CDS	4139679	4140149	-	349	38	38	349
BSGatlas-gene-4678	rapG	CDS	4140260	4141357	+	46	0	46	0
BSGatlas-gene-4679	phrG	CDS	4141358	4141474	+	241	87	241	87
BSGatlas-gene-468	pbtN	CDS	432372	433322	+	163	0	163	0
BSGatlas-gene-4680	argI	CDS	4141711	4142601	-	73	26	26	73
BSGatlas-gene-4681	rocE	CDS	4142675	4144078	-	222	73	73	222
BSGatlas-gene-4682	rocD	CDS	4144301	4145506	-	48	222	222	48
BSGatlas-gene-4683	rocR	CDS	4145747	4147132	+	35	401	35	401
BSGatlas-gene-4686	htrC	CDS	4147567	4148769	-	81	46	46	81
BSGatlas-gene-4687	walJ	CDS	4148851	4149645	-	21	81	81	21
BSGatlas-gene-4688	walI	CDS	4149667	4150509	-	0	21	21	0
BSGatlas-gene-4691	walR	CDS	4153696	4154403	-	292	0	0	292
BSGatlas-gene-4696	purA	CDS	4155433	4156725	-	205	39	39	205
BSGatlas-gene-4698	dnaC	CDS	4157471	4158835	-	46	38	38	46
BSGatlas-gene-4699	yycD	CDS	4159005	4159205	+	36	44	36	44
BSGatlas-gene-47	yaaO	CDS	37720	39162	+	81	0	81	0
BSGatlas-gene-470	pbtP	CDS	434256	435014	+	0	21	0	21
BSGatlas-gene-4700	yyzB	CDS	4159253	4159456	-	310	0	0	310
BSGatlas-gene-4701	yycC	CDS	4159577	4159717	+	35	72	35	72
BSGatlas-gene-4702	yycB	CDS	4159790	4160998	+	72	104	72	104
BSGatlas-gene-4703	yycA	CDS	4161103	4163160	+	104	0	104	0
BSGatlas-gene-4704	rplI	CDS	4163197	4163646	-	482	47	47	482
BSGatlas-gene-4705	gdpP	CDS	4163643	4165622	-	36	0	0	36
BSGatlas-gene-4707	yybS	CDS	4165659	4166588	-	138	36	36	138
BSGatlas-gene-4709	yyzH	CDS	4166815	4166964	-	120	0	0	120
BSGatlas-gene-471	pbtQ	CDS	435036	435989	+	21	50	21	50
BSGatlas-gene-4710	cotF	CDS	4167110	4167592	+	29	48	29	48
BSGatlas-gene-4711	hypR	CDS	4167622	4167999	-	185	40	40	185
BSGatlas-gene-4712	ppaC	CDS	4168204	4169133	+	50	42	50	42
BSGatlas-gene-4713	yybP	CDS	4169166	4169612	-	331	41	41	331
BSGatlas-gene-4715	yybO	CDS	4170045	4171352	+	47	738	47	738
BSGatlas-gene-472	ycnB	CDS	436036	437454	-	19	53	53	19
BSGatlas-gene-4720	yyzL	putative-coding	4172387	4172536	-	400	0	0	400
BSGatlas-gene-4721	yybN	CDS	4173114	4173551	+	205	113	205	113
BSGatlas-gene-4722	yybM	CDS	4173665	4174420	+	113	222	113	222
BSGatlas-gene-4725	yybJ	CDS	4175869	4176525	+	0	339	0	339
BSGatlas-gene-4726	ictI	CDS	4176900	4177688	-	67	60	60	67
BSGatlas-gene-4728	yybG	CDS	4178291	4179130	+	47	37	47	37
BSGatlas-gene-4729	yybF	CDS	4179163	4180377	-	108	44	44	108
BSGatlas-gene-473	ycnC	CDS	437474	438352	-	76	19	19	76
BSGatlas-gene-4730	yybE	CDS	4180564	4181442	+	50	0	50	0
BSGatlas-gene-4731	yybD	CDS	4181456	4181899	+	0	82	0	82
BSGatlas-gene-4732	yybC	CDS	4181982	4182461	+	82	109	82	109
BSGatlas-gene-4734	yybA	CDS	4183445	4183897	-	56	0	0	56
BSGatlas-gene-4735	yyaT	CDS	4184017	4184463	+	73	0	73	0
BSGatlas-gene-4737	yyaR	CDS	4185160	4185681	-	829	0	0	829
BSGatlas-gene-4738	yyaQ	CDS	4186092	4186448	+	342	0	342	0
BSGatlas-gene-474	nfrAB	CDS	438516	439265	-	16	51	51	16
BSGatlas-gene-4740	tetB	CDS	4187681	4189057	-	33	61	61	33
BSGatlas-gene-4741	tetL	CDS	4189091	4189153	-	24	33	33	24
BSGatlas-gene-4742	yyaO	CDS	4189406	4189645	+	38	98	38	98
BSGatlas-gene-4743	yyaN	CDS	4189796	4190212	+	20	0	20	0
BSGatlas-gene-4744	yyaM	CDS	4190209	4191126	+	0	71	0	71
BSGatlas-gene-4745	yyaL	CDS	4191198	4193267	+	71	32	71	32
BSGatlas-gene-4746	yyaK	CDS	4193264	4194163	-	1289	372	372	1289
BSGatlas-gene-4747	yyaJ	CDS	4194389	4195744	+	59	0	59	0
BSGatlas-gene-475	ycnE	CDS	439282	439569	-	787	16	16	787
BSGatlas-gene-4750	ccpB	CDS	4196786	4197721	-	59	0	0	59
BSGatlas-gene-4753	rpsR	CDS	4198603	4198842	-	43	55	55	43
BSGatlas-gene-4754	ssbA	CDS	4198886	4199404	-	40	43	43	40
BSGatlas-gene-4755	rpsF	CDS	4199445	4199732	-	110	40	40	110
BSGatlas-gene-4756	engD	CDS	4199843	4200943	-	126	110	110	126
BSGatlas-gene-4757	yyaE	CDS	4201070	4203073	-	50	126	126	50
BSGatlas-gene-4758	yyzM	CDS	4203124	4203330	-	38	50	50	38
BSGatlas-gene-4759	yyaD	CDS	4203424	4204440	-	37	61	61	37
BSGatlas-gene-476	yczG	CDS	439709	440023	+	135	37	135	37
BSGatlas-gene-4760	sprC	CDS	4204900	4205517	+	69	45	69	45
BSGatlas-gene-4761	parB	CDS	4205556	4206404	-	0	963	963	0
BSGatlas-gene-4762	parA	CDS	4206397	4207158	-	145	0	0	145
BSGatlas-gene-4763	yyaB	CDS	4207406	4207846	+	1878	64	1878	64
BSGatlas-gene-4764	nocA	CDS	4207897	4208748	-	121	41	41	121
BSGatlas-gene-4765	rsmG	CDS	4208870	4209589	-	0	121	121	0
BSGatlas-gene-4766	trmF	CDS	4209603	4211489	-	20	0	0	20
BSGatlas-gene-4767	mnmE	CDS	4211510	4212889	-	197	20	20	197
BSGatlas-gene-4769	jag	CDS	4213200	4213826	-	0	51	51	0
BSGatlas-gene-477	gabR	CDS	440025	441464	-	47	214	214	47
BSGatlas-gene-4770	oxaAA	CDS	4213823	4214608	-	144	0	0	144
BSGatlas-gene-4771	rnpA	CDS	4214753	4215103	-	151	144	144	151
BSGatlas-gene-4772	rpmH	CDS	4215255	4215389	-	107	151	151	107
BSGatlas-gene-478	gabT	CDS	441571	442881	+	29	68	29	68
BSGatlas-gene-479	gabD	CDS	442950	444338	+	158	59	158	59
BSGatlas-gene-48	tmk	CDS	39159	39797	+	48	73	48	73
BSGatlas-gene-480	glcU	CDS	444461	445324	+	32	236	32	236
BSGatlas-gene-481	gdh	CDS	445344	446129	+	19	52	19	52
BSGatlas-gene-483	cutJ	CDS	446801	448426	-	34	0	0	34
BSGatlas-gene-484	cutR	CDS	448461	449033	-	38	34	34	38
BSGatlas-gene-485	ycnL	CDS	449198	449551	+	32	27	32	27
BSGatlas-gene-486	mtlA	CDS	449724	451160	+	84	24	84	24
BSGatlas-gene-487	mtlF	CDS	451185	451616	+	24	0	24	0
BSGatlas-gene-488	mtlD	CDS	451618	452739	+	0	45	0	45
BSGatlas-gene-489	ycsA	CDS	452830	453894	+	42	37	42	37
BSGatlas-gene-49	darA	CDS	39871	40200	+	73	0	73	0
BSGatlas-gene-490	sipU	CDS	454029	454592	+	36	121	36	121
BSGatlas-gene-491	yczH	CDS	454652	455260	-	42	0	0	42
BSGatlas-gene-492	ycsD	CDS	455346	455738	+	28	51	28	51
BSGatlas-gene-493	yczO	CDS	455771	455935	-	33	0	0	33
BSGatlas-gene-494	ribZ	CDS	456068	456817	+	48	29	48	29
BSGatlas-gene-495	pxpA	CDS	457023	457796	+	98	0	98	0
BSGatlas-gene-496	pxpG	CDS	457811	459025	+	0	23	0	23
BSGatlas-gene-497	pxpI	CDS	459049	459822	+	23	44	23	44
BSGatlas-gene-498	pxpB	CDS	459867	460589	+	44	519	44	519
BSGatlas-gene-5	dnaN	CDS	1939	3075	+	188	47	188	47
BSGatlas-gene-500	pxpR	CDS	461615	462367	+	377	63	377	63
BSGatlas-gene-501	lipC	CDS	462431	463072	+	63	40	63	40
BSGatlas-gene-502	yczI	CDS	463245	463490	+	77	0	77	0
BSGatlas-gene-503	yczJ	CDS	463496	463783	-	38	404	404	38
BSGatlas-gene-504	pbpC	CDS	463934	465940	+	32	101	32	101
BSGatlas-gene-505	ycsN	CDS	466042	466944	+	101	0	101	0
BSGatlas-gene-506	mtlR	CDS	467130	469214	+	89	50	89	50
BSGatlas-gene-507	ydaB	CDS	469426	470937	+	152	0	152	0
BSGatlas-gene-508	ydaC	CDS	470957	471502	-	82	0	0	82
BSGatlas-gene-509	ydaD	CDS	471709	472569	+	31	0	31	0
BSGatlas-gene-510	lyxE	CDS	472585	473088	+	0	85	0	85
BSGatlas-gene-511	ydaF	CDS	473174	473725	+	85	77	85	77
BSGatlas-gene-512	ydaG	CDS	473803	474225	+	77	0	77	0
BSGatlas-gene-515	amj	CDS	474731	475540	+	34	0	34	0
BSGatlas-gene-516	ydzA	CDS	475584	475874	-	45	19	19	45
BSGatlas-gene-517	lrpC	CDS	476059	476493	+	152	64	152	64
BSGatlas-gene-518	topB	CDS	476558	478741	+	64	0	64	0
BSGatlas-gene-519	epsJ	CDS	478944	480032	+	133	0	133	0
BSGatlas-gene-525	kimA	CDS	486432	488255	+	351	0	351	0
BSGatlas-gene-527	poxB	CDS	488830	490554	+	20	43	20	43
BSGatlas-gene-53	dnaH	CDS	42499	42858	+	0	58	0	58
BSGatlas-gene-531	ydzK	CDS	490777	491043	-	35	52	52	35
BSGatlas-gene-532	mntH	CDS	491147	492424	-	154	38	38	154
BSGatlas-gene-533	ydaS	CDS	492654	492911	-	77	60	60	77
BSGatlas-gene-534	ydaT	CDS	492989	493441	-	1488	77	77	1488
BSGatlas-gene-535	ydbA	CDS	493559	494377	+	50	48	50	48
BSGatlas-gene-536	gsiB	CDS	494506	494877	+	28	79	28	79
BSGatlas-gene-537	ydbB	CDS	495009	495350	+	28	0	28	0
BSGatlas-gene-539	ydbD	CDS	495740	496561	-	84	1253	1253	84
BSGatlas-gene-54	trmNF	CDS	42917	43660	+	58	0	58	0
BSGatlas-gene-540	dctB	CDS	496646	497698	-	19	84	84	19
BSGatlas-gene-541	dctS	CDS	497768	499375	+	788	0	788	0
BSGatlas-gene-542	dctR	CDS	499365	500045	+	0	120	0	120
BSGatlas-gene-543	dctP	CDS	500166	501431	+	120	42	120	42
BSGatlas-gene-544	ydbI	CDS	501579	502631	+	63	0	63	0
BSGatlas-gene-548	ydbL	CDS	504689	505024	+	32	0	32	0
BSGatlas-gene-549	ydbM	CDS	505152	506297	+	39	37	39	37
BSGatlas-gene-550	fbpB	CDS	506322	506501	-	0	34	34	0
BSGatlas-gene-551	fbpA	CDS	506455	506619	-	54	0	0	54
BSGatlas-gene-552	ydbO	CDS	506866	507738	+	31	104	31	104
BSGatlas-gene-553	ydbP	CDS	507753	508073	-	37	87	87	37
BSGatlas-gene-554	ddlA	CDS	508248	509312	+	159	71	159	71
BSGatlas-gene-555	murF	CDS	509384	510757	+	71	0	71	0
BSGatlas-gene-556	cshA	CDS	511157	512641	+	340	16	340	16
BSGatlas-gene-557	ydbS	CDS	512814	513293	+	28	0	28	0
BSGatlas-gene-56	rsmI	CDS	43921	44799	+	0	393	0	393
BSGatlas-gene-560	ydcA	CDS	515016	515615	-	35	251	251	35
BSGatlas-gene-561	acpS	CDS	515710	516075	+	603	165	603	165
BSGatlas-gene-562	ydcC	CDS	516241	517257	+	165	43	165	43
BSGatlas-gene-563	alrA	CDS	517372	518541	+	43	115	43	115
BSGatlas-gene-564	ndoAI	CDS	518657	518938	+	162	0	162	0
BSGatlas-gene-565	ndoA	CDS	518943	519293	+	0	47	0	47
BSGatlas-gene-567	rsbRA	CDS	519408	520232	+	47	0	47	0
BSGatlas-gene-57	abrB	CDS	44848	45138	-	1252	59	59	1252
BSGatlas-gene-570	rsbU	CDS	521019	522026	+	0	61	0	61
BSGatlas-gene-571	rsbV	CDS	522088	522417	+	61	0	61	0
BSGatlas-gene-574	rsbX	CDS	523650	524249	+	0	49	0	49
BSGatlas-gene-580	tex	CDS	525743	527902	+	47	0	47	0
BSGatlas-gene-582	ydcK	CDS	528129	528581	+	218	0	218	0
BSGatlas-gene-59	metS	CDS	45633	47627	+	110	78	110	78
BSGatlas-gene-590	ydcL	CDS	529505	530611	-	0	880	880	0
BSGatlas-gene-592	immR	CDS	531130	531513	-	42	217	217	42
BSGatlas-gene-593	xis	CDS	531787	531981	+	48	0	48	0
BSGatlas-gene-594	ydzL	CDS	531978	532238	+	0	53	0	53
BSGatlas-gene-595	ydcO	CDS	532292	532552	+	53	205	53	205
BSGatlas-gene-598	helP	CDS	532922	533302	+	35	35	35	35
BSGatlas-gene-599	conQ	CDS	533338	534780	+	35	19	35	19
BSGatlas-gene-6	rlbA	CDS	3206	3421	+	27	0	27	0
BSGatlas-gene-600	nicK	CDS	534773	535831	+	0	47	0	47
BSGatlas-gene-602	ydcS	CDS	536096	536365	+	162	38	162	38
BSGatlas-gene-603	ydcT	CDS	536404	536670	+	38	16	38	16
BSGatlas-gene-604	yddA	CDS	536687	536995	+	16	0	16	0
BSGatlas-gene-606	conC	CDS	538061	538309	+	536	0	536	0
BSGatlas-gene-608	conE	CDS	538734	541229	+	0	18	0	18
BSGatlas-gene-609	yddF	CDS	541248	541574	+	18	0	18	0
BSGatlas-gene-61	dayD	CDS	47706	48473	+	78	0	78	0
BSGatlas-gene-612	yddI	CDS	545026	545532	+	0	62	0	62
BSGatlas-gene-613	yddJ	CDS	545595	545975	+	62	0	62	0
BSGatlas-gene-614	yddK	CDS	546166	546966	-	64	161	161	64
BSGatlas-gene-616	phrI	CDS	548438	548557	+	247	69	247	69
BSGatlas-gene-619	lrpA	CDS	551519	551929	+	447	50	447	50
BSGatlas-gene-62	yabE	CDS	48629	49942	+	74	53	74	53
BSGatlas-gene-622	yddR	CDS	553711	554475	+	51	0	51	0
BSGatlas-gene-624	ydzM	CDS	556562	556738	+	561	0	561	0
BSGatlas-gene-626	ydzN	CDS	557873	558058	+	56	22	56	22
BSGatlas-gene-629	cspC	CDS	559264	559464	+	119	27	119	27
BSGatlas-gene-63	rnmV	CDS	50087	50647	+	101	0	101	0
BSGatlas-gene-632	cdnL	CDS	560151	560612	-	53	0	0	53
BSGatlas-gene-634	ydzE	CDS	561180	561416	-	97	0	0	97
BSGatlas-gene-635	ydeC	CDS	561514	562389	-	135	97	97	135
BSGatlas-gene-637	ydeE	CDS	563614	564486	-	106	0	0	106
BSGatlas-gene-638	ydeF	CDS	564713	566101	+	40	0	40	0
BSGatlas-gene-64	rsmA	CDS	50640	51518	+	0	22	0	22
BSGatlas-gene-640	ydeH	CDS	567662	568108	+	123	52	123	52
BSGatlas-gene-641	ydeI	CDS	568345	568938	+	135	66	135	66
BSGatlas-gene-642	ydeJ	CDS	569290	569949	-	57	256	256	57
BSGatlas-gene-643	ydeK	CDS	570371	571234	-	90	0	0	90
BSGatlas-gene-644	ydeL	CDS	571389	572780	+	77	0	77	0
BSGatlas-gene-645	ydeM	CDS	572974	573399	+	35	0	35	0
BSGatlas-gene-646	ydeN	CDS	573452	574024	-	81	18	18	81
BSGatlas-gene-647	ydzF	CDS	574106	574435	-	35	81	81	35
BSGatlas-gene-648	ydeO	CDS	574690	575562	+	35	108	35	108
BSGatlas-gene-649	ydeP	CDS	575712	576098	-	68	0	0	68
BSGatlas-gene-65	prtG	CDS	51680	52552	+	110	49	110	49
BSGatlas-gene-650	ydeQ	CDS	576209	576802	+	35	0	35	0
BSGatlas-gene-652	ydeS	CDS	578337	578933	+	51	113	51	113
BSGatlas-gene-653	ydzO	CDS	579047	579232	+	113	0	113	0
BSGatlas-gene-654	aseR	CDS	579541	579876	+	188	0	188	0
BSGatlas-gene-655	arsF	CDS	579889	581196	+	0	31	0	31
BSGatlas-gene-656	ydzSn	putative-coding	581228	581329	+	31	0	31	0
BSGatlas-gene-657	ydzSc	putative-coding	581341	581454	+	0	310	0	310
BSGatlas-gene-658	ydfB	CDS	581694	582479	+	19	33	19	33
BSGatlas-gene-66	veg	CDS	52763	53023	+	115	42	115	42
BSGatlas-gene-661	ydfE	CDS	585155	585778	-	44	0	0	44
BSGatlas-gene-662	ydfF	CDS	585868	586548	+	35	56	35	56
BSGatlas-gene-663	ydfG	CDS	586628	587071	-	48	18	18	48
BSGatlas-gene-666	ydfH	CDS	587744	588967	+	284	0	284	0
BSGatlas-gene-667	ydfI	CDS	588960	589601	+	0	61	0	61
BSGatlas-gene-668	ydfJ	CDS	589717	591891	+	37	46	37	46
BSGatlas-gene-669	cesA	CDS	592303	593205	-	97	386	386	97
BSGatlas-gene-67	sspF	CDS	53183	53368	+	62	48	62	48
BSGatlas-gene-670	ydfK	CDS	593407	594096	-	28	38	38	28
BSGatlas-gene-671	ydfL	CDS	594186	594998	-	43	0	0	43
BSGatlas-gene-672	mneP	CDS	595109	596002	-	92	0	0	92
BSGatlas-gene-673	ydfN	CDS	596478	597098	+	159	0	159	0
BSGatlas-gene-674	ydfO	CDS	597114	598052	+	282	101	282	101
BSGatlas-gene-675	ydfP	CDS	598154	598543	+	101	46	101	46
BSGatlas-gene-676	ydfQ	CDS	598729	599067	+	71	1045	71	1045
BSGatlas-gene-678	ydzR	CDS	599875	600105	-	39	349	349	39
BSGatlas-gene-680	ydfS	CDS	601019	601726	+	1833	375	1833	375
BSGatlas-gene-683	ydgB	CDS	602441	602713	-	27	0	0	27
BSGatlas-gene-684	ydgC	CDS	603012	603599	+	50	0	50	0
BSGatlas-gene-685	ydgD	CDS	603596	603940	+	0	162	0	162
BSGatlas-gene-686	ydgE	CDS	604103	604576	+	162	2024	162	2024
BSGatlas-gene-689	ydgF	CDS	606699	608075	-	66	24	24	66
BSGatlas-gene-69	ispE	CDS	53516	54385	+	48	55	48	55
BSGatlas-gene-690	dinB	CDS	608246	608764	-	46	28	28	46
BSGatlas-gene-691	ydgG	CDS	608933	609391	+	48	0	48	0
BSGatlas-gene-692	ydgH	CDS	609388	612045	+	0	144	0	144
BSGatlas-gene-693	ydgI	CDS	612191	612820	-	0	19	19	0
BSGatlas-gene-695	ydgK	CDS	613641	614849	+	90	0	90	0
BSGatlas-gene-696	ydhB	CDS	614885	615622	-	140	0	0	140
BSGatlas-gene-697	ydhC	CDS	615871	616545	+	54	0	54	0
BSGatlas-gene-698	spoL	CDS	616672	617934	+	42	0	42	0
BSGatlas-gene-699	ydhE	CDS	618095	619282	+	51	35	51	35
BSGatlas-gene-7	recF	CDS	3437	4549	+	0	17	0	17
BSGatlas-gene-70	purR	CDS	54441	55298	+	55	0	55	0
BSGatlas-gene-700	ydhF	CDS	619321	620031	-	65	48	48	65
BSGatlas-gene-701	phoB	CDS	620097	621485	-	120	65	65	120
BSGatlas-gene-702	fra	CDS	621847	622218	+	135	0	135	0
BSGatlas-gene-703	ydhH	CDS	622293	622790	-	17	24	24	17
BSGatlas-gene-704	ydhI	CDS	622808	623290	-	40	17	17	40
BSGatlas-gene-705	ydhJ	CDS	623373	624350	+	386	0	386	0
BSGatlas-gene-706	ydhK	CDS	624492	625109	+	87	43	87	43
BSGatlas-gene-707	pbuE	CDS	625125	626291	-	180	0	0	180
BSGatlas-gene-709	gmuB	CDS	626622	626933	+	32	0	32	0
BSGatlas-gene-71	ridA	CDS	55295	55672	+	0	49	0	49
BSGatlas-gene-710	gmuA	CDS	626933	627265	+	0	18	0	18
BSGatlas-gene-711	gmuC	CDS	627284	628612	+	18	17	18	17
BSGatlas-gene-712	gmuD	CDS	628630	630027	+	17	142	17	142
BSGatlas-gene-713	gmuR	CDS	630170	630883	+	142	28	142	28
BSGatlas-gene-714	gmuE	CDS	630912	631811	+	28	0	28	0
BSGatlas-gene-715	gmuF	CDS	631808	632755	+	0	18	0	18
BSGatlas-gene-716	gmuG	CDS	632774	633862	+	18	17	18	17
BSGatlas-gene-717	ydhUc	putative-coding	633923	634651	-	0	53	53	0
BSGatlas-gene-718	ydhUn	putative-coding	634651	634776	-	42	0	0	42
BSGatlas-gene-72	spoVG	CDS	55866	56159	+	37	76	37	76
BSGatlas-gene-727	thiL	CDS	640662	641639	+	57	0	57	0
BSGatlas-gene-73	glmU	CDS	56352	57722	+	29	22	29	22
BSGatlas-gene-732	ydiF	CDS	644528	646456	-	33	0	0	33
BSGatlas-gene-733	moaC	CDS	646582	647094	+	365	0	365	0
BSGatlas-gene-734	rex	CDS	647091	647738	+	0	21	0	21
BSGatlas-gene-735	tatAY	CDS	647760	647933	+	133	0	133	0
BSGatlas-gene-738	ydiL	CDS	648930	649664	-	58	0	0	58
BSGatlas-gene-739	groES	CDS	649903	650187	+	560	46	560	46
BSGatlas-gene-74	prs	CDS	57745	58698	+	22	84	22	84
BSGatlas-gene-740	groEL	CDS	650234	651868	+	46	129	46	129
BSGatlas-gene-75	ctc	CDS	58783	59397	+	84	106	84	106
BSGatlas-gene-750	bsuMA	CDS	655223	656506	+	86	21	86	21
BSGatlas-gene-751	bsuMB	CDS	656528	657697	+	21	74	21	74
BSGatlas-gene-76	pth	CDS	59504	60070	+	106	59	106	59
BSGatlas-gene-761	bsuRA	CDS	659623	660564	+	64	31	64	31
BSGatlas-gene-762	bsuRB	CDS	660596	661627	+	31	0	31	0
BSGatlas-gene-763	bsuRC	CDS	661630	663027	+	0	239	0	239
BSGatlas-gene-767	gutR	CDS	664775	667264	-	41	91	91	41
BSGatlas-gene-768	gutB	CDS	667466	668527	+	65	73	65	73
BSGatlas-gene-769	gutP	CDS	668601	669992	+	73	94	73	94
BSGatlas-gene-77	fin	CDS	60130	60360	+	59	69	59	69
BSGatlas-gene-770	ydjE	CDS	670087	671049	+	94	0	94	0
BSGatlas-gene-771	pspA	CDS	671245	671928	+	37	65	37	65
BSGatlas-gene-772	ydjG	CDS	671994	673019	+	65	0	65	0
BSGatlas-gene-773	ydjH	CDS	673019	673783	+	0	30	0	30
BSGatlas-gene-774	ydjI	CDS	673814	674785	+	30	58	30	58
BSGatlas-gene-775	ydjJ	CDS	674832	675857	-	51	45	45	51
BSGatlas-gene-776	iolT	CDS	676442	677863	+	289	46	289	46
BSGatlas-gene-779	walM	CDS	679390	679761	+	876	65	876	65
BSGatlas-gene-78	mfd	CDS	60430	63963	+	69	135	69	135
BSGatlas-gene-780	ydjN	CDS	679827	680873	+	65	0	65	0
BSGatlas-gene-782	ydjO	CDS	681255	681464	-	82	113	113	82
BSGatlas-gene-783	ydjP	CDS	681547	682362	-	0	82	82	0
BSGatlas-gene-784	yeaA	CDS	682375	683364	-	27	0	0	27
BSGatlas-gene-785	cotA	CDS	683462	685003	-	36	44	44	36
BSGatlas-gene-786	gabP	CDS	685155	686564	-	45	51	51	45
BSGatlas-gene-788	mneS	CDS	686962	687834	+	44	0	44	0
BSGatlas-gene-789	yeaC	CDS	688184	689146	+	47	0	47	0
BSGatlas-gene-79	spoVT	CDS	64099	64635	+	135	76	135	76
BSGatlas-gene-793	guaA	CDS	692740	694281	+	132	65	132	65
BSGatlas-gene-795	pbuG	CDS	694662	695984	+	245	33	245	33
BSGatlas-gene-796	yebC	CDS	696195	696998	+	142	0	142	0
BSGatlas-gene-797	yebD	CDS	697157	697324	+	65	30	65	30
BSGatlas-gene-798	yebE	CDS	697538	698092	+	140	0	140	0
BSGatlas-gene-8	remB	CDS	4567	4812	+	17	54	17	54
BSGatlas-gene-80	yabM	CDS	64817	66415	+	72	0	72	0
BSGatlas-gene-802	purE	CDS	698612	699100	+	243	0	243	0
BSGatlas-gene-804	purB	CDS	700232	701527	+	0	73	0	73
BSGatlas-gene-805	purC	CDS	701601	702326	+	73	0	73	0
BSGatlas-gene-809	purF	CDS	705441	706871	+	0	101	0	101
BSGatlas-gene-81	yabN	CDS	66405	67874	+	84	0	84	0
BSGatlas-gene-810	purM	CDS	706973	708013	+	101	0	101	0
BSGatlas-gene-813	purD	CDS	710148	711416	+	0	45	0	45
BSGatlas-gene-814	yezC	CDS	711456	711875	-	80	0	0	80
BSGatlas-gene-816	yezF	CDS	713308	713535	-	422	0	0	422
BSGatlas-gene-817	yerA	CDS	713664	715406	+	46	26	46	26
BSGatlas-gene-818	yerB	CDS	715433	716428	+	36	203	36	203
BSGatlas-gene-819	yerC	CDS	716431	716745	+	0	31	0	31
BSGatlas-gene-82	hslR	CDS	67877	68137	+	0	78	0	78
BSGatlas-gene-820	yerD	CDS	716780	718357	-	34	0	0	34
BSGatlas-gene-821	pcrB	CDS	718622	719308	+	52	61	52	61
BSGatlas-gene-822	pcrA	CDS	719370	721589	+	61	23	61	23
BSGatlas-gene-823	ligA	CDS	721613	723619	+	23	0	23	0
BSGatlas-gene-824	yerH	CDS	723635	724825	+	0	48	0	48
BSGatlas-gene-825	yerI	CDS	724987	725997	+	118	0	118	0
BSGatlas-gene-827	sapB	CDS	726035	726733	-	42	1124	1124	42
BSGatlas-gene-828	opuE	CDS	726840	728318	-	127	46	46	127
BSGatlas-gene-829	gatC	CDS	728732	729022	+	135	0	135	0
